_row_id,year,coo_id,coo_name,coo,coo_iso,coa_id,coa_name,coa,coa_iso,total
698,2021,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,1600
699,2021,262,Unknown,UKN,UNK,262,Unknown,UKN,UNK,8
700,2021,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,854000
701,2021,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,4289000
702,2022,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,56000
703,2022,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,4513000
704,2022,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,7600
705,2022,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,659000
706,2022,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,8500
707,2022,18,Benin,BEN,BEN,18,Benin,BEN,BEN,1200
708,2022,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
709,2022,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,1882000
710,2022,27,Brazil,BRA,BRA,27,Brazil,BRA,BRA,5600
711,2022,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,91000
712,2022,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,516000
713,2022,36,Chad,CHD,TCD,36,Chad,CHD,TCD,300000
714,2022,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,987000
715,2022,40,Congo,COB,COG,40,Congo,COB,COG,27000
716,2022,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,5686000
717,2022,44,Colombia,COL,COL,44,Colombia,COL,COL,4766000
718,2022,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,246000
719,2022,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,3852000
720,2022,62,New Caledonia,FNC,NCL,62,New Caledonia,FNC,NCL,150
721,2022,68,Gambia,GAM,GMB,68,Gambia,GAM,GMB,5600
722,2022,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,12000
723,2022,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,293000
724,2022,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,242000
725,2022,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,171000
726,2022,83,Honduras,HON,HND,83,Honduras,HON,HND,247000
727,2022,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,302000
728,2022,88,India,IND,IND,88,India,IND,IND,498000
729,2022,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,33000
730,2022,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,1169000
731,2022,98,Kazakhstan,KAZ,KAZ,98,Kazakhstan,KAZ,KAZ,120
732,2022,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,30000
733,2022,100,Kyrgyzstan,KGZ,KGZ,100,Kyrgyzstan,KGZ,KGZ,4000
734,2022,107,Libya,LBY,LBY,107,Libya,LBY,LBY,135000
735,2022,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,11000
736,2022,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,110
737,2022,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,386000
738,2022,126,Mali,MLI,MLI,126,Mali,MLI,MLI,380000
739,2022,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,1030000
740,2022,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,1498000
741,2022,139,Niger,NGR,NER,139,Niger,NGR,NER,372000
742,2022,140,Nicaragua,NIC,NIC,140,Nicaragua,NIC,NIC,1100
743,2022,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,3646000
744,2022,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,16000
745,2022,150,Peru,PER,PER,150,Peru,PER,PER,73000
746,2022,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,98000
747,2022,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,83000
748,2022,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,7200
749,2022,162,El Salvador,SAL,SLV,162,El Salvador,SAL,SLV,52000
750,2022,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,8400
751,2022,171,Solomon Islands,SOL,SLB,171,Solomon Islands,SOL,SLB,1000
752,2022,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,3864000
753,2022,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,211000
754,2022,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1475000
755,2022,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,3553000
756,2022,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6865000
757,2022,192,Togo,TOG,TGO,192,Togo,TOG,TGO,2300
758,2022,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,4500
759,2022,262,Unknown,UKN,UNK,262,Unknown,UKN,UNK,8
760,2022,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,5914000
761,2022,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,4523000
762,2023,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,42000
763,2023,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,4187000
764,2023,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,7600
765,2023,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,658000
766,2023,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,8100
767,2023,18,Benin,BEN,BEN,18,Benin,BEN,BEN,8800
768,2023,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
769,2023,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,2063000
770,2023,27,Brazil,BRA,BRA,27,Brazil,BRA,BRA,16000
771,2023,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,95000
772,2023,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,512000
773,2023,36,Chad,CHD,TCD,36,Chad,CHD,TCD,452000
774,2023,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,1044000
775,2023,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,6737000
776,2023,44,Colombia,COL,COL,44,Colombia,COL,COL,5077000
777,2023,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,248000
778,2023,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,2852000
779,2023,62,New Caledonia,FNC,NCL,62,New Caledonia,FNC,NCL,150
780,2023,68,Gambia,GAM,GMB,68,Gambia,GAM,GMB,5700
781,2023,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,1707000
782,2023,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,296000
783,2023,73,Ghana,GHA,GHA,73,Ghana,GHA,GHA,3800
784,2023,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,573000
785,2023,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,311000
786,2023,83,Honduras,HON,HND,83,Honduras,HON,HND,101000
787,2023,88,India,IND,IND,88,India,IND,IND,517000
788,2023,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,48000
789,2023,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,1124000
790,2023,93,Israel,ISR,ISR,93,Israel,ISR,ISR,200000
791,2023,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,38000
792,2023,107,Libya,LBY,LBY,107,Libya,LBY,LBY,119000
793,2023,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,74000
794,2023,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,11000
795,2023,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,110
796,2023,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,390000
797,2023,126,Mali,MLI,MLI,126,Mali,MLI,MLI,344000
798,2023,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,592000
799,2023,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,2625000
800,2023,139,Niger,NGR,NER,139,Niger,NGR,NER,347000
801,2023,140,Nicaragua,NIC,NIC,140,Nicaragua,NIC,NIC,1300
802,2023,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,3340000
803,2023,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,21000
804,2023,150,Peru,PER,PER,150,Peru,PER,PER,75000
805,2023,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,110000
806,2023,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,84000
807,2023,159,South Africa,RSA,ZAF,159,South Africa,RSA,ZAF,620
808,2023,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,60000
809,2023,162,El Salvador,SAL,SLV,162,El Salvador,SAL,SLV,49000
810,2023,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,8400
811,2023,171,Solomon Islands,SOL,SLB,171,Solomon Islands,SOL,SLB,1000
812,2023,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,3862000
813,2023,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,210000
814,2023,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1121000
815,2023,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,9053000
816,2023,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,7248000
817,2023,192,Togo,TOG,TGO,192,Togo,TOG,TGO,18000
818,2023,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,4800
819,2023,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,3689000
820,2023,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,4516000
821,2024,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,42000
822,2024,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,4187000
823,2024,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,658000
824,2024,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,6900
825,2024,18,Benin,BEN,BEN,18,Benin,BEN,BEN,12000
826,2024,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,585000
827,2024,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,2063000
828,2024,27,Brazil,BRA,BRA,27,Brazil,BRA,BRA,19000
829,2024,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,95000
830,2024,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,469000
831,2024,36,Chad,CHD,TCD,36,Chad,CHD,TCD,383000
832,2024,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,1029000
833,2024,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,6215000
834,2024,42,Comoros,COI,COM,42,Comoros,COI,COM,11
835,2024,44,Colombia,COL,COL,44,Colombia,COL,COL,7265000
836,2024,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,245000
837,2024,54,Ecuador,ECU,ECU,54,Ecuador,ECU,ECU,49000
838,2024,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,2378000
839,2024,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,2032000
840,2024,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,299000
841,2024,73,Ghana,GHA,GHA,73,Ghana,GHA,GHA,3200
842,2024,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,573000
843,2024,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,1037000
844,2024,83,Honduras,HON,HND,83,Honduras,HON,HND,101000
845,2024,88,India,IND,IND,88,India,IND,IND,525000
846,2024,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,57000
847,2024,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,1031000
848,2024,93,Israel,ISR,ISR,93,Israel,ISR,ISR,68000
849,2024,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,100000
850,2024,107,Libya,LBY,LBY,107,Libya,LBY,LBY,107000
851,2024,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,985000
852,2024,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,4800
853,2024,117,Madagascar,MAD,MDG,117,Madagascar,MAD,MDG,180
854,2024,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,390000
855,2024,126,Mali,MLI,MLI,126,Mali,MLI,MLI,346000
856,2024,128,Malawi,MLW,MWI,128,Malawi,MLW,MWI,880
857,2024,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,580000
858,2024,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,3521000
859,2024,139,Niger,NGR,NER,139,Niger,NGR,NER,379000
860,2024,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,3472000
861,2024,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,22000
862,2024,150,Peru,PER,PER,150,Peru,PER,PER,78000
863,2024,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,123000
864,2024,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,84000
865,2024,159,South Africa,RSA,ZAF,159,South Africa,RSA,ZAF,29
866,2024,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,171000
867,2024,162,El Salvador,SAL,SLV,162,El Salvador,SAL,SLV,35000
868,2024,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,5900
869,2024,171,Solomon Islands,SOL,SLB,171,Solomon Islands,SOL,SLB,11
870,2024,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,3136000
871,2024,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,210000
872,2024,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,945000
873,2024,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,11560000
874,2024,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,7409000
875,2024,192,Togo,TOG,TGO,192,Togo,TOG,TGO,18000
876,2024,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,1700
877,2024,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,3665000
878,2024,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,4796000
879,2024,213,Zambia,ZAM,ZMB,213,Zambia,ZAM,ZMB,190
880,2024,214,Zimbabwe,ZIM,ZWE,214,Zimbabwe,ZIM,ZWE,400
881,2025,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,58000
882,2025,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,4355000
883,2025,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,657000
884,2025,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,6800
885,2025,18,Benin,BEN,BEN,18,Benin,BEN,BEN,26000
886,2025,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,583000
887,2025,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,2063000
888,2025,27,Brazil,BRA,BRA,27,Brazil,BRA,BRA,19000
889,2025,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,95000
890,2025,32,Cambodia,CAM,KHM,32,Cambodia,CAM,KHM,518000
891,2025,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,427000
892,2025,36,Chad,CHD,TCD,36,Chad,CHD,TCD,593000
893,2025,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,954000
894,2025,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,4276000
895,2025,44,Colombia,COL,COL,44,Colombia,COL,COL,7211000
896,2025,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,247000
897,2025,54,Ecuador,ECU,ECU,54,Ecuador,ECU,ECU,316000
898,2025,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,2378000
899,2025,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,2035000
900,2025,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,301000
901,2025,73,Ghana,GHA,GHA,73,Ghana,GHA,GHA,3900
902,2025,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,573000
903,2025,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,1431000
904,2025,83,Honduras,HON,HND,83,Honduras,HON,HND,101000
905,2025,88,India,IND,IND,88,India,IND,IND,530000
906,2025,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,36000
907,2025,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,997000
908,2025,93,Israel,ISR,ISR,93,Israel,ISR,ISR,31000
909,2025,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,10000
910,2025,107,Libya,LBY,LBY,107,Libya,LBY,LBY,85000
911,2025,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,64000
912,2025,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,4800
913,2025,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,390000
914,2025,126,Mali,MLI,MLI,126,Mali,MLI,MLI,409000
915,2025,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,465000
916,2025,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,3639000
917,2025,139,Niger,NGR,NER,139,Niger,NGR,NER,392000
918,2025,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,3496000
919,2025,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,269000
920,2025,150,Peru,PER,PER,150,Peru,PER,PER,82000
921,2025,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,28000
922,2025,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,70000
923,2025,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,580
924,2025,162,El Salvador,SAL,SLV,162,El Salvador,SAL,SLV,61000
925,2025,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,3347000
926,2025,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,210000
927,2025,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,945000
928,2025,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,9117000
929,2025,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,5964000
930,2025,188,Thailand,THA,THA,188,Thailand,THA,THA,273000
931,2025,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,2000
932,2025,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,3712000
933,2025,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,4796000
