year,coo_id,coo_name,coo,coo_iso,coa_id,coa_name,coa,coa_iso,total
1990,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,21300000
1991,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,22500000
1992,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,25000000
1993,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,27500000
1994,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,28000000
1995,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,22000000
1996,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,19700000
1997,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,17400000
1998,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,19300000
1999,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,21300000
2000,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,21200000
2001,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,25000000
2002,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,25000000
2003,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,24600000
2004,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,25300000
2005,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,23300000
2006,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,24400000
2007,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,26000000
2008,262,Unknown ,UKN,UNK,262,Unknown ,UKN,UNK,26000000
2009,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,297000
2009,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
2009,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,586000
2009,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,100000
2009,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
2009,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,114000
2009,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,162000
2009,36,Chad,CHD,TCD,36,Chad,CHD,TCD,168000
2009,40,Congo,COB,COG,40,Congo,COB,COG,7800
2009,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,1900000
2009,44,Colombia,COL,COL,44,Colombia,COL,COL,4916000
2009,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,201000
2009,56,Eritrea,ERT,ERI,56,Eritrea,ERT,ERI,10000
2009,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,350000
2009,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,160000
2009,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,240000
2009,84,Croatia,HRV,HRV,84,Croatia,HRV,HRV,2400
2009,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,342000
2009,88,India,IND,IND,88,India,IND,IND,500000
2009,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,70000
2009,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,2764000
2009,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,250000
2009,106,Liberia,LBR,LBR,106,Liberia,LBR,LBR,23000
2009,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,90000
2009,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,400000
2009,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,640
2009,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,8000
2009,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,470000
2009,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,60000
2009,139,Niger,NGR,NER,139,Niger,NGR,NER,11000
2009,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,1230000
2009,150,Peru,PER,PER,150,Peru,PER,PER,150000
2009,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,125000
2009,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,80000
2009,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
2009,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1500000
2009,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,245000
2009,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,4900000
2009,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,433000
2009,190,Turkmenistan,TKM,TKM,190,Turkmenistan,TKM,TKM,4000
2009,191,Timor-Leste,TMP,TLS,191,Timor-Leste,TMP,TLS,400
2009,192,Togo,TOG,TGO,192,Togo,TOG,TGO,10000
2009,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,1000000
2009,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,435000
2009,203,Uzbekistan,UZB,UZB,203,Uzbekistan,UZB,UZB,3400
2009,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,175000
2010,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,352000
2010,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
2010,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,593000
2010,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,100000
2010,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
2010,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,113000
2010,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,192000
2010,36,Chad,CHD,TCD,36,Chad,CHD,TCD,171000
2010,40,Congo,COB,COG,40,Congo,COB,COG,7800
2010,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,1700000
2010,44,Colombia,COL,COL,44,Colombia,COL,COL,5196000
2010,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,208000
2010,56,Eritrea,ERT,ERI,56,Eritrea,ERT,ERI,10000
2010,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,300000
2010,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,160000
2010,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,257000
2010,84,Croatia,HRV,HRV,84,Croatia,HRV,HRV,2300
2010,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,522000
2010,88,India,IND,IND,88,India,IND,IND,650000
2010,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,200000
2010,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,2800000
2010,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,250000
2010,100,Kyrgyzstan,KGZ,KGZ,100,Kyrgyzstan,KGZ,KGZ,75000
2010,106,Liberia,LBR,LBR,106,Liberia,LBR,LBR,23000
2010,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,75000
2010,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,327000
2010,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,640
2010,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,123000
2010,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,446000
2010,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,50000
2010,139,Niger,NGR,NER,139,Niger,NGR,NER,11000
2010,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,980000
2010,150,Peru,PER,PER,150,Peru,PER,PER,150000
2010,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,15000
2010,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,78000
2010,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
2010,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1500000
2010,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,243000
2010,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,4800000
2010,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,433000
2010,190,Turkmenistan,TKM,TKM,190,Turkmenistan,TKM,TKM,4000
2010,191,Timor-Leste,TMP,TLS,191,Timor-Leste,TMP,TLS,400
2010,192,Togo,TOG,TGO,192,Togo,TOG,TGO,10000
2010,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,1000000
2010,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,166000
2010,203,Uzbekistan,UZB,UZB,203,Uzbekistan,UZB,UZB,3400
2010,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,226000
2011,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,450000
2011,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
2011,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,599000
2011,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,79000
2011,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
2011,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,113000
2011,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,105000
2011,36,Chad,CHD,TCD,36,Chad,CHD,TCD,126000
2011,40,Congo,COB,COG,40,Congo,COB,COG,7800
2011,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,1710000
2011,44,Colombia,COL,COL,44,Colombia,COL,COL,5281000
2011,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,208000
2011,56,Eritrea,ERT,ERI,56,Eritrea,ERT,ERI,10000
2011,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,350000
2011,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,160000
2011,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,270000
2011,84,Croatia,HRV,HRV,84,Croatia,HRV,HRV,2100
2011,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,247000
2011,88,India,IND,IND,88,India,IND,IND,650000
2011,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,180000
2011,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,2600000
2011,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,250000
2011,100,Kyrgyzstan,KGZ,KGZ,100,Kyrgyzstan,KGZ,KGZ,67000
2011,106,Liberia,LBR,LBR,106,Liberia,LBR,LBR,23000
2011,107,Libya,LBY,LBY,107,Libya,LBY,LBY,154000
2011,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,47000
2011,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,125000
2011,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,640
2011,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,162000
2011,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,450000
2011,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,50000
2011,139,Niger,NGR,NER,139,Niger,NGR,NER,11000
2011,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,900000
2011,150,Peru,PER,PER,150,Peru,PER,PER,150000
2011,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,46000
2011,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
2011,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1459000
2011,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,243000
2011,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,350000
2011,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,2200000
2011,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,600000
2011,188,Thailand,THA,THA,188,Thailand,THA,THA,35000
2011,190,Turkmenistan,TKM,TKM,190,Turkmenistan,TKM,TKM,4000
2011,191,Timor-Leste,TMP,TLS,191,Timor-Leste,TMP,TLS,900
2011,192,Togo,TOG,TGO,192,Togo,TOG,TGO,10000
2011,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,1000000
2011,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,30000
2011,203,Uzbekistan,UZB,UZB,203,Uzbekistan,UZB,UZB,3400
2011,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,464000
2012,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,492000
2012,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
2012,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,600000
2012,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,79000
2012,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
2012,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,103000
2012,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,132000
2012,36,Chad,CHD,TCD,36,Chad,CHD,TCD,90000
2012,40,Congo,COB,COG,40,Congo,COB,COG,7800
2012,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,2700000
2012,44,Colombia,COL,COL,44,Colombia,COL,COL,5455000
2012,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,210000
2012,56,Eritrea,ERT,ERI,56,Eritrea,ERT,ERI,10000
2012,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,350000
2012,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,145000
2012,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,280000
2012,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,80000
2012,88,India,IND,IND,88,India,IND,IND,1000000
2012,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,170000
2012,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,2100000
2012,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,300000
2012,100,Kyrgyzstan,KGZ,KGZ,100,Kyrgyzstan,KGZ,KGZ,164000
2012,106,Liberia,LBR,LBR,106,Liberia,LBR,LBR,23000
2012,107,Libya,LBY,LBY,107,Libya,LBY,LBY,50000
2012,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,45000
2012,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,93000
2012,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,620
2012,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,162000
2012,126,Mali,MLI,MLI,126,Mali,MLI,MLI,230000
2012,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,450000
2012,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,50000
2012,139,Niger,NGR,NER,139,Niger,NGR,NER,11000
2012,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,758000
2012,150,Peru,PER,PER,150,Peru,PER,PER,150000
2012,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,29000
2012,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,22000
2012,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1350000
2012,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,243000
2012,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,350000
2012,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,3000000
2012,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,3000000
2012,188,Thailand,THA,THA,188,Thailand,THA,THA,35000
2012,190,Turkmenistan,TKM,TKM,190,Turkmenistan,TKM,TKM,4000
2012,191,Timor-Leste,TMP,TLS,191,Timor-Leste,TMP,TLS,900
2012,192,Togo,TOG,TGO,192,Togo,TOG,TGO,10000
2012,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,1000000
2012,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,30000
2012,203,Uzbekistan,UZB,UZB,203,Uzbekistan,UZB,UZB,3400
2012,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,385000
2013,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,631000
2013,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
2013,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,543000
2013,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,79000
2013,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
2013,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,103000
2013,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,935000
2013,36,Chad,CHD,TCD,36,Chad,CHD,TCD,90000
2013,40,Congo,COB,COG,40,Congo,COB,COG,7800
2013,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,2964000
2013,44,Colombia,COL,COL,44,Colombia,COL,COL,5700000
2013,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,212000
2013,56,Eritrea,ERT,ERI,56,Eritrea,ERT,ERI,10000
2013,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,316000
2013,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,146000
2013,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,207000
2013,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,242000
2013,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,80000
2013,88,India,IND,IND,88,India,IND,IND,526000
2013,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,90000
2013,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,2100000
2013,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,412000
2013,106,Liberia,LBR,LBR,106,Liberia,LBR,LBR,23000
2013,107,Libya,LBY,LBY,107,Libya,LBY,LBY,59000
2013,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,20000
2013,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,90000
2013,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,330
2013,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,160000
2013,126,Mali,MLI,MLI,126,Mali,MLI,MLI,218000
2013,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,641000
2013,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,50000
2013,139,Niger,NGR,NER,139,Niger,NGR,NER,11000
2013,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,3300000
2013,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,747000
2013,150,Peru,PER,PER,150,Peru,PER,PER,150000
2013,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,116000
2013,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,35000
2013,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
2013,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1100000
2013,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,114000
2013,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,383000
2013,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,2427000
2013,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6500000
2013,188,Thailand,THA,THA,188,Thailand,THA,THA,35000
2013,190,Turkmenistan,TKM,TKM,190,Turkmenistan,TKM,TKM,4000
2013,191,Timor-Leste,TMP,TLS,191,Timor-Leste,TMP,TLS,900
2013,192,Togo,TOG,TGO,192,Togo,TOG,TGO,10000
2013,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,954000
2013,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,30000
2013,203,Uzbekistan,UZB,UZB,203,Uzbekistan,UZB,UZB,3400
2013,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,307000
2014,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,20000
2014,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,805000
2014,8,Egypt,ARE,EGY,8,Egypt,ARE,EGY,4100
2014,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
2014,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,569000
2014,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,78000
2014,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
2014,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,100000
2014,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,439000
2014,36,Chad,CHD,TCD,36,Chad,CHD,TCD,71000
2014,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,40000
2014,40,Congo,COB,COG,40,Congo,COB,COG,7800
2014,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,2757000
2014,44,Colombia,COL,COL,44,Colombia,COL,COL,6044000
2014,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,212000
2014,56,Eritrea,ERT,ERI,56,Eritrea,ERT,ERI,10000
2014,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,397000
2014,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,275000
2014,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,233000
2014,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,249000
2014,83,Honduras,HON,HND,83,Honduras,HON,HND,29000
2014,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,301000
2014,88,India,IND,IND,88,India,IND,IND,854000
2014,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,84000
2014,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,3276000
2014,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,309000
2014,106,Liberia,LBR,LBR,106,Liberia,LBR,LBR,23000
2014,107,Libya,LBY,LBY,107,Libya,LBY,LBY,400000
2014,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,20000
2014,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,90000
2014,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,220
2014,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,281000
2014,126,Mali,MLI,MLI,126,Mali,MLI,MLI,62000
2014,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,645000
2014,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,50000
2014,139,Niger,NGR,NER,139,Niger,NGR,NER,11000
2014,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,1075000
2014,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,1900000
2014,150,Peru,PER,PER,150,Peru,PER,PER,150000
2014,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,78000
2014,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,7500
2014,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,25000
2014,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
2014,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1107000
2014,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,114000
2014,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1498000
2014,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,3100000
2014,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,7600000
2014,188,Thailand,THA,THA,188,Thailand,THA,THA,35000
2014,190,Turkmenistan,TKM,TKM,190,Turkmenistan,TKM,TKM,4000
2014,191,Timor-Leste,TMP,TLS,191,Timor-Leste,TMP,TLS,900
2014,192,Togo,TOG,TGO,192,Togo,TOG,TGO,10000
2014,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,954000
2014,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,30000
2014,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,647000
2014,203,Uzbekistan,UZB,UZB,203,Uzbekistan,UZB,UZB,3400
2014,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,334000
2015,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,82000
2015,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,1174000
2015,8,Egypt,ARE,EGY,8,Egypt,ARE,EGY,9100
2015,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
2015,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,564000
2015,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,99000
2015,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
2015,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,98000
2015,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,452000
2015,36,Chad,CHD,TCD,36,Chad,CHD,TCD,107000
2015,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,124000
2015,40,Congo,COB,COG,40,Congo,COB,COG,7800
2015,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,1500000
2015,44,Colombia,COL,COL,44,Colombia,COL,COL,6270000
2015,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,272000
2015,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,450000
2015,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,221000
2015,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,239000
2015,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,251000
2015,83,Honduras,HON,HND,83,Honduras,HON,HND,174000
2015,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,303000
2015,88,India,IND,IND,88,India,IND,IND,612000
2015,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,6100
2015,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,3290000
2015,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,309000
2015,107,Libya,LBY,LBY,107,Libya,LBY,LBY,500000
2015,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,12000
2015,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,44000
2015,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,200
2015,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,287000
2015,126,Mali,MLI,MLI,126,Mali,MLI,MLI,50000
2015,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,644000
2015,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,50000
2015,139,Niger,NGR,NER,139,Niger,NGR,NER,153000
2015,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,2096000
2015,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,1459000
2015,150,Peru,PER,PER,150,Peru,PER,PER,60000
2015,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,62000
2015,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,6300
2015,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,27000
2015,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
